cosine (COM),scatter angle (COM),sine (COM),tan (COM),cos + 1/A,ratio,scatter angle (LAB),E= 1MeV - angular distribution (1/sr),E=109.93 eV - Angular distribution (1/sr),E= 1MeV - angular differential XS (b/sr),E=100 eV - Angular differential XS (b/sr)2,1 MeV cross section (barn),100 eV cross section,Ef/Ei
0.68,47.15635696,0.733212111,0.015548532,0.7425,0.987491059,44.63939457,0.68621991,0.499969057,0.890426368,0.306501478,1.297581657,0.613040894,0.84
0.69,46.36989113,0.723809367,0.015609469,0.7525,0.961872913,43.88665255,0.705263223,0.499968602,0.915136621,0.306501224,1.297581657,0.613040945,0.845
0.7,45.572996,0.714142843,0.015670307,0.7625,0.936580778,43.1243459,0.724583569,0.499968147,0.940206348,0.30650097,1.297581657,0.613040995,0.85
0.71,44.76508467,0.704201676,0.015731048,0.7725,0.91158793,42.35192348,0.74418097,0.499967692,0.965635575,0.306500717,1.297581657,0.613041046,0.855
0.72,43.94551956,0.693974063,0.015791691,0.7825,0.886867812,41.56878657,0.764055446,0.499967237,0.991424331,0.306500463,1.297581657,0.613041096,0.86
0.73,43.11360595,0.683447145,0.015852238,0.7925,0.862393874,40.77428285,0.78420702,0.499966782,1.017572644,0.306500209,1.297581657,0.613041146,0.865
0.74,42.26858443,0.672606869,0.01591269,0.8025,0.8381394,39.96769933,0.804635713,0.499966327,1.044080542,0.306499955,1.297581657,0.613041197,0.87
0.75,41.40962211,0.661437828,0.015973047,0.8125,0.814077326,39.14825401,0.825341548,0.499965872,1.070948053,0.306499702,1.297581657,0.613041247,0.875
0.76,40.53580211,0.649923072,0.01603331,0.8225,0.790180027,38.3150861,0.846324545,0.499965417,1.098175206,0.306499448,1.297581657,0.613041298,0.88
0.77,39.64611115,0.638043886,0.01609348,0.8325,0.766419082,37.46724427,0.867584728,0.499964962,1.125762029,0.306499194,1.297581657,0.613041348,0.885
0.78,38.7394246,0.625779514,0.016153557,0.8425,0.742765002,36.60367269,0.889122118,0.499964507,1.153708551,0.30649894,1.297581657,0.613041398,0.89
0.79,37.81448851,0.613106842,0.016213543,0.8525,0.719186912,35.7231941,0.910936738,0.499964052,1.182014802,0.306498687,1.297581657,0.613041449,0.895
0.8,36.86989765,0.6,0.016273438,0.8625,0.695652174,34.82448916,0.93302861,0.499963597,1.21068081,0.306498433,1.297581657,0.613041499,0.9
0.81,35.90406858,0.586429876,0.016333243,0.8725,0.672125933,33.90607118,0.955397757,0.499963142,1.239706604,0.306498179,1.297581657,0.61304155,0.905
0.82,34.91520625,0.572363521,0.016392958,0.8825,0.648570562,32.96625471,0.978044201,0.499962687,1.269092215,0.306497925,1.297581657,0.6130416,0.91
0.83,33.901262,0.557763391,0.016452585,0.8925,0.624944976,32.00311607,1.000967966,0.499962232,1.298837671,0.306497672,1.297581657,0.613041651,0.915
0.84,32.85988038,0.542586399,0.016512123,0.9025,0.601203766,31.01444335,1.024169073,0.499961777,1.328943003,0.306497418,1.297581657,0.613041701,0.92
0.85,31.78833062,0.526782688,0.016571574,0.9125,0.577296096,29.99767203,1.047647547,0.499961322,1.35940824,0.306497164,1.297581657,0.613041751,0.925
0.86,30.68341711,0.510294033,0.016630939,0.9225,0.553164263,28.94980077,1.071403411,0.499960867,1.390233413,0.30649691,1.297581657,0.613041802,0.93
0.87,29.5413605,0.493051721,0.016690217,0.9325,0.528741792,27.86727969,1.095436687,0.499960412,1.421418551,0.306496657,1.297581657,0.613041852,0.935
0.88,28.35763658,0.474973683,0.01674941,0.9425,0.503950858,26.74585882,1.119747399,0.499959956,1.452963685,0.306496403,1.297581657,0.613041903,0.94
0.89,27.12675312,0.455960525,0.016808518,0.9525,0.478698713,25.58037833,1.144335571,0.499959501,1.484868846,0.306496149,1.297581657,0.613041953,0.945
0.9,25.84193276,0.435889894,0.016867542,0.9625,0.452872618,24.36447031,1.169201226,0.499959046,1.517134064,0.306495895,1.297581657,0.613042003,0.95
0.91,24.49464847,0.414608249,0.016926483,0.9725,0.42633239,23.0901219,1.194344389,0.499958591,1.54975937,0.306495642,1.297581657,0.613042054,0.955
0.92,23.07391807,0.391918359,0.016985341,0.9825,0.398899093,21.74701185,1.219765082,0.499958136,1.582744796,0.306495388,1.297581657,0.613042104,0.96
0.93,21.56518502,0.367559519,0.017044116,0.9925,0.370337047,20.32145783,1.245463331,0.499957681,1.616090372,0.306495134,1.297581657,0.613042155,0.965
0.94,19.94844359,0.341174442,0.01710281,1.0025,0.340323633,18.79465296,1.271439159,0.499957226,1.64979613,0.30649488,1.297581657,0.613042205,0.97
0.95,18.19487234,0.3122499,0.017161423,1.0125,0.308394963,17.139499,1.29769259,0.499956771,1.683862101,0.306494627,1.297581657,0.613042256,0.975
0.96,16.26020471,0.28,0.017219955,1.0225,0.273838631,15.31436975,1.324223649,0.499956316,1.718288317,0.306494373,1.297581657,0.613042306,0.98
0.97,14.06986775,0.243104916,0.017278408,1.0325,0.235452703,13.24912921,1.351032361,0.499955861,1.753074809,0.306494119,1.297581657,0.613042356,0.985
0.98,11.47834095,0.198997487,0.017336781,1.0425,0.19088488,10.80689253,1.37811875,0.499955406,1.788221611,0.306493865,1.297581657,0.613042407,0.99
0.99,8.109614456,0.14106736,0.017395076,1.0525,0.134030746,7.633900588,1.405482841,0.499954951,1.823728753,0.306493612,1.297581657,0.613042457,0.995
1,0,0,#DIV/0!,1.0625,0,0,1.433124658,0.499954496,1.859596268,0.306493358,1.297581657,0.613042508,1
